name1,name2,street1,street2,city,state,zip,category,countyName,source,xcoord,ycoord
Coastal Horizons Center Inc,,615 Shipyard Boulevard,,Wilmington,NC,28412,methadone,New Hanover,SAMHSA,-77.932642,34.193669
Wilmington Treatment Center,,2520 Troy Drive,,Wilmington,NC,28401,methadone,New Hanover,SAMHSA,-77.9292879,34.1942575
Aspire Health Partners,Addiction Receiving Facility,712 West Gore Street,,Orlando,FL,32805,methadone,Orange,SAMHSA,-81.3894726,28.5306419
Reflections of Hope LLP,,33 Darlington Avenue,,Wilmington,NC,28403,methadone,New Hanover,SAMHSA,-77.9019182,34.2399067
Aspire Health Partners,,100 West Columbia Street,,Orlando,FL,32806,methadone,Orange,SAMHSA,-81.3808433,28.527581
Montgomery Recovery Services Inc,,14636 Rothgeb Drive,,Rockville,MD,20850,methadone,Montgomery,SAMHSA,-77.1337306,39.0983269
Montgomery County Dept Health/Human,Medication Assisted Treatment Program,981 Rollins Avenue,,Rockville,MD,20852,methadone,Montgomery,SAMHSA,-77.1166056,39.0582628
Orlando Methadone Treatment Center,Metro Treatment of Florida LP,1002 North Semoran Boulevard,,Orlando,FL,32807,methadone,Orange,SAMHSA,-81.3114884,28.5604554
Dept of Community and Human Services,CAS/SUD Treatment Services,2355 Mill Road,,Alexandria,VA,22314,methadone,Alexandria,SAMHSA,-77.0688711,38.8035042
Walter B Jones,Alcohol and Drug Abuse Trt Ctr,2577 West 5th Street,,Greenville,NC,27834,methadone,Pitt,SAMHSA,-77.413681,35.615738
PORT Health Services,Methadone/IV Programs,501 Paladin Drive,,Greenville,NC,27834,methadone,Pitt,SAMHSA,-77.4114294,35.6195129
Partners in Drug Abuse Rehab and,Counseling (PIDARC),2112 F Street NW,Suite 102,Washington,DC,20037,methadone,District of Columbia,SAMHSA,-77.0471545,38.8971169
Operation PAR Inc,Medication Assisted Patient Services,6124 South Tamiami Trail,,Sarasota,FL,34231,methadone,Sarasota,SAMHSA,-82.527222,27.264553
Greenville Recovery Center (GRC),,150 East Arlington Boulevard,Suite C,Greenville,NC,27858,methadone,Pitt,SAMHSA,-77.3770907,35.5897138
Sarasota Metro Treatment Center,Metro Treatment of Florida LP,5951 Clark Center Avenue,Unit B,Sarasota,FL,34240,methadone,Sarasota,SAMHSA,-82.4760212,27.2680954
Mid Florida Metro Treatment Center,Metro Treatment of Florida LP,1507-A North John Young Parkway,,Kissimmee,FL,34741,methadone,Osceola,SAMHSA,-81.4152406,28.3056444
Behavioral Health Group,Recovery of Washington DC,1320 Good Hope Road SE,,Washington,DC,20020,methadone,District of Columbia,SAMHSA,-76.9863127,38.8671601
Another Way Inc,,1363 Holton Lane,,Takoma Park,MD,20912,methadone,Montgomery,SAMHSA,-76.9853902,38.985281
UPO Comprehensive Treatment Center,,1900 Massachusetts Avenue SE,Building 13,Washington,DC,20003,methadone,District of Columbia,SAMHSA,-76.9739373,38.8855512
BH Health Services Inc,,450 East Main Street,,Westminster,MD,21157,methadone,Carroll,SAMHSA,-76.9814409,39.5622288
Prince Georges County Health Dept,Addictions/Northern Region,3003 Hospital Drive,Ground Floor,Hyattsville,MD,20785,methadone,Prince George's,SAMHSA,-76.9248484,38.9286416
Pinnacle Treatment Centers PA VII,Hanover Treatment Services,120 Penn Street,,Hanover,PA,17331,methadone,York,SAMHSA,-76.9802826,39.8097298
Open ARMMS Inc,,2590 Business Park Court,,Waldorf,MD,20601,methadone,Charles,SAMHSA,-76.8985756,38.6392451
Metwork Health Services Inc,,2120 Liberty Road,,Sykesville,MD,21784,methadone,Carroll,SAMHSA,-76.920213,39.396426
Discovery House Group Inc,,920 Century Drive,,Mechanicsburg,PA,17055,methadone,Cumberland,SAMHSA,-76.9637209,40.21118
Jael Health Services Inc,,10176 Baltimore National Pike,Suite 115,Ellicott City,MD,21042,methadone,Howard,SAMHSA,-76.8631914,39.280346
We Care Health Services Inc,,8730 Cherry Lane,Suite 1,Laurel,MD,20707,methadone,Prince George's,SAMHSA,-76.8531758,39.0885514
Addiction Recovery Systems,ARS of Pennsylvania,3433 Trindle Road,,Camp Hill,PA,17011,methadone,Cumberland,SAMHSA,-76.9382859,40.2371141
SRR Treatment Solutions,Silverman Treatment Solutions,8930 Stanford Boulevard,Suite M-100,Columbia,MD,21045,methadone,Howard,SAMHSA,-76.8172236,39.1927517
Jacksonville Treatment Center,,806 Bell Fork Road,,Jacksonville,NC,28540,methadone,Onslow,SAMHSA,-77.3882133,34.74786165
Pennsylvania Psychiatric Institute,Advancement in Recovery Program,2501 North 3rd Street,,Harrisburg,PA,17110,methadone,Dauphin,SAMHSA,-76.8982173,40.2863223
Discovery House,,99 South Cameron Street,,Harrisburg,PA,17101,methadone,Dauphin,SAMHSA,-76.8735824,40.2632059
Behavioral Health Group,,1333 Carrsville Highway,,Franklin,VA,23851,methadone,Isle of Wight,SAMHSA,-76.906231,36.688289
Williamsport Family Med Center LLC,,2062 Lycoming Creek Road,,Williamsport,PA,17701,methadone,Lycoming,SAMHSA,-77.0432092,41.2603886
Strong Memorial Hospital,Strong Recovery Methadone Maintenance,"2613 West Henrietta Road, Suite C",Department of Psychiatry,Rochester,NY,14623,methadone,Monroe,SAMHSA,-77.6332079,43.0998636
Sisters of Charity Hospital,Pathways Rochester,435 East Henrietta Road,,Rochester,NY,14623,methadone,Monroe,SAMHSA,-77.6179916,43.1129819
Pikesville Health Services,,1209 Greenwood Road,,Pikesville,MD,21208,methadone,Baltimore,SAMHSA,-76.7347023,39.3711274
Pine Heights Comp Treatment Center,,3455 Wilkens Avenue,Lower Level 20,Baltimore,MD,21229,methadone,Baltimore,SAMHSA,-76.6765075,39.2716544
Park Heights Health Services Inc,,5260 Park Heights Avenue,,Baltimore,MD,21215,methadone,Baltimore,SAMHSA,-76.6783805,39.3493845
American Addiction Treatment Center,,5583 Mooretown Road,Suite B,Williamsburg,VA,23188,methadone,York,SAMHSA,-76.731635,37.316472
Omnis Health Life LLC,,2200 Garrison Boulevard,,Baltimore,MD,21216,methadone,Baltimore,SAMHSA,-76.6754106,39.3115458
Riverside Treatment Services LLC,Lansdowne,1903 Lansdowne Road,,Halethorpe,MD,21227,methadone,Baltimore,SAMHSA,-76.6682437,39.2532569
Winchester Health LLC,,1315 Bloomingdale Road,,Baltimore,MD,21216,methadone,Baltimore,SAMHSA,-76.6658616,39.3030255
Sinai Hospital,Addictions Recovery Program,2401 West Belvedere Avenue,,Baltimore,MD,21215,methadone,Baltimore,SAMHSA,-76.6619418,39.3527548
ADAPT Cares,,3101 Towanda Avenue,,Baltimore,MD,21215,methadone,Baltimore,SAMHSA,-76.6574698,39.3222065
BNJ Health Services LLC,Washington,2701 Washington Boulevard,,Baltimore,MD,21223,methadone,Baltimore,SAMHSA,-76.6544009,39.264619
Bon Secours Hospital,New Hope Treatment Center,2401 West Baltimore Street,,Baltimore,MD,21223,methadone,Baltimore,SAMHSA,-76.6543386,39.2875539
We Care Arundel Health Services Inc,,13 Aquahart Road,Suite A,Glen Burnie,MD,21061,methadone,Anne Arundel,SAMHSA,-76.629764,39.1518855
MedMark Treatment Centers,Cherry Hill,1801 Cherry Hill Road,,Baltimore,MD,21230,methadone,Baltimore,SAMHSA,-76.633823,39.256895
University of Maryland Medical Center,Methadone Program,1001 West Pratt Street,,Baltimore,MD,21223,methadone,Baltimore,SAMHSA,-76.634442,39.28554
Allcare Treatment Services LLC,,550 Crain Highway North,Suites 8 and 9,Glen Burnie,MD,21061,methadone,Anne Arundel,SAMHSA,-76.6215955,39.1737316
VA Maryland Healthcare System,Addiction Treatment Program,10 North Greene Street,Unit 116-MH,Baltimore,MD,21201,methadone,Baltimore,SAMHSA,-76.6244799,39.2897402
EJAL Health Services Inc,,7229 Ritchie Highway,,Glen Burnie,MD,21061,methadone,Anne Arundel,SAMHSA,-76.6164053,39.1718896
University of Maryland Medical Center,Center for Addiction Medicine,880 Linden Avenue,CAM,Baltimore,MD,21201,methadone,Baltimore,SAMHSA,-76.6212129,39.3006394
MedMark Treatment Centers,Baltimore Downtown 201,821 North Eutaw Street,Suite 201,Baltimore,MD,21201,methadone,Baltimore,SAMHSA,-76.6211545,39.2999534
MedMark Treatment Centers,Downtown 101,821 North Eutaw Street,Suite 101,Baltimore,MD,21201,methadone,Baltimore,SAMHSA,-76.6211545,39.2999534
Institutes for Behavior Resources Inc,REACH Health Services,2104 Maryland Avenue,,Baltimore,MD,21218,methadone,Baltimore,SAMHSA,-76.618454,39.313457
Man Alive Inc,,2117 Maryland Avenue,,Baltimore,MD,21218,methadone,Baltimore,SAMHSA,-76.617915,39.313761
MedMark Treatment Centers,Timonium,2 West Aylesbury Road,,Lutherville Timonium,MD,21093,methadone,Baltimore,SAMHSA,-76.6240777,39.4336325
MedMark Treatment Centers,Awakenings,2 West Aylesbury Road,,Lutherville Timonium,MD,21093,methadone,Baltimore,SAMHSA,-76.6240777,39.4336325
Watsontown Comprehensive Treatment Ctr,,759 Susquehanna Trail,,Watsontown,PA,17777,methadone,Northumberland,SAMHSA,-76.8433564,41.0611874
Starting Point,,4109 Ritchie Highway,,Brooklyn,MD,21225,methadone,Anne Arundel,SAMHSA,-76.6116944,39.2327582
Adult Addiction Clinic,,122 Langley Road North,Suite B,Glen Burnie,MD,21060,methadone,Anne Arundel,SAMHSA,-76.607668,39.180048
Glass Health Programs Inc,DBA MedMark Treatment Center Mt Vernon,817 North Calvert Street,,Baltimore,MD,21202,methadone,Baltimore,SAMHSA,-76.6127946,39.2993975
Concerted Care Group LLC,,112 East Patapsco Avenue,,Brooklyn,MD,21225,methadone,Baltimore,SAMHSA,-76.6087699,39.238463
Concerted Care Group,,428 East 25th Street,,Baltimore,MD,21218,methadone,Baltimore,SAMHSA,-76.610168,39.3184488
Reflective Treatment Center,,301 North Gay Street,Lower Level,Baltimore,MD,21202,methadone,Baltimore,SAMHSA,-76.6075589,39.2932888
Bayside Recovery LLC,,440 Solomons Island Road North,Suite 222,Prince Frederick,MD,20678,methadone,Calvert,SAMHSA,-76.5914628,38.5480685
By Grace Inc,Counseling Services,1000-1006 East Patapsco Avenue,,Brooklyn,MD,21225,methadone,Baltimore,SAMHSA,-76.595675,39.234631
Pyramid Healthcare Inc,York Pharmacotherapy Services,104 Davies Drive,,York,PA,17402,methadone,York,SAMHSA,-76.6539505,39.989073
Redeem Healthcare Medical Systems,,917 North Caroline Street,,Baltimore,MD,21205,methadone,Baltimore,SAMHSA,-76.5971684,39.3007393
Johns Hopkins Hospital Broadway Center,,911 North Broadway,,Baltimore,MD,21205,methadone,Baltimore,SAMHSA,-76.5939946,39.3008917
PORT Health Services,New Bern,1309 Tatum Drive,,New Bern,NC,28562,methadone,Craven,SAMHSA,-77.0696056,35.1119425
Turning Point Clinic,,2401 East North Avenue,,Baltimore,MD,21213,methadone,Baltimore,SAMHSA,-76.5836962,39.3123401
Belair Road Health Solutions,,4825 Belair Road,,Baltimore,MD,21206,methadone,Baltimore,SAMHSA,-76.5578768,39.3334582
South County Addiction Clinic,,839 Bestgate Road,Suite 300,Annapolis,MD,21401,methadone,Anne Arundel,SAMHSA,-76.5424107,38.9922157
Addiction Treatment Services,,5200 Eastern Avenue,"MFL East, 6th Floor",Baltimore,MD,21224,methadone,Baltimore,SAMHSA,-76.5521029,39.2878453
Johns Hopkins Bayview Medical Center,Center for Addiction and Pregnancy,5200 Eastern Avenue,"MFL East Tower, 5th Floor",Baltimore,MD,21224,methadone,Baltimore,SAMHSA,-76.551081,39.2898312
New Journey Inc,,32 Defense Street,,Annapolis,MD,21401,methadone,Anne Arundel,SAMHSA,-76.538635,38.984397
Addiction Treatment Services,Johns Hopkins Bayview Medical Center,5510 Nathan Shock Drive,Suite 1500,Baltimore,MD,21224,methadone,Baltimore,SAMHSA,-76.5494567,39.2912343
Northern Parkway Trt Servs Inc,,3007 East Northern Parkway,,Baltimore,MD,21214,methadone,Baltimore,SAMHSA,-76.5516906,39.3628226
Eastern Avenue Health Solutions Inc,,5920 Eastern Avenue,Suite C,Baltimore,MD,21224,methadone,Baltimore,SAMHSA,-76.5449923,39.2877504
Dundalk Health Services Inc,,6706 Hollabird Avenue,,Dundalk,MD,21222,methadone,Baltimore,SAMHSA,-76.5302145,39.2727504
Riverside Treatment Services,,8359 Pulaski Highway,,Rosedale,MD,21237,methadone,Baltimore,SAMHSA,-76.4967467,39.3259402
MedMark Treatment Centers,Essex,8909 Kelso Drive,,Essex,MD,21221,methadone,Baltimore,SAMHSA,-76.4686227,39.3379814
American Addiction Treatment Center,,6983 C Mid County Drive,,Hayes,VA,23072,methadone,Gloucester,SAMHSA,-76.5155429,37.333831
Central Florida Treatment Center,Cocoa Medication Assisted Treatment,7 North Cocoa Boulevard,,Cocoa,FL,32922,methadone,Brevard,SAMHSA,-80.7330446,28.3585368
American Addiction Treatment Center,,12695 McManus Boulevard,Building 2,Newport News,VA,23602,methadone,Newport News,SAMHSA,-76.5135446,37.1411004
Community Medical Services,Lake Havasu,329 Lake Havasu Avenue South,,Lake Havasu City,AZ,86403,methadone,Mohave,SAMHSA,-114.33704,34.467021
Lebanon Treatment Center,,3030 Chestnut Street,,Lebanon,PA,17042,methadone,Lebanon,SAMHSA,-76.4593363,40.3371517
Joppa Health Services Inc,,623 Pulaski Highway,Suite A,Joppa,MD,21085,methadone,Harford,SAMHSA,-76.3527393,39.4289879
BHG Newport News Treatment Center,,6000 Jefferson Avenue,Suite B,Newport News,VA,23605,methadone,Newport News,SAMHSA,-76.4406831,37.0144032
Hampton Roads Clinic,Opioid Treatment Program,2712 Washington Avenue,,Newport News,VA,23607,methadone,Newport News,SAMHSA,-76.4310455,36.9796389
Southwest Behavioral and Health Servs,,809 Hancock Road,Suite 1,Bullhead City,AZ,86442,methadone,Mohave,SAMHSA,-114.621567,35.1083209
ARS Of Lancaster LP,,2192 Embassy Drive,,Lancaster,PA,17603,methadone,Lancaster,SAMHSA,-76.3616483,40.0450402
Riverside Treatment Services,,2205 Pulaski Highway,,Edgewood,MD,21040,methadone,Harford,SAMHSA,-76.3055161,39.4362232
Behavioral Health Group,Chesapeake Treatment Center,3322 Western Branch Boulevard,Suite A,Chesapeake,VA,23321,methadone,Chesapeake,SAMHSA,-76.4135083,36.8660329
MedMark Treatment Centers,Belcamp,1361 Brass Mill Road,Suite A,Belcamp,MD,21017,methadone,Harford,SAMHSA,-76.2343331,39.4841814
Dept of Behavioral Healthcare Services,SA Outpatient Treatment Services,1811 King Street,,Portsmouth,VA,23704,methadone,Portsmouth,SAMHSA,-76.321109,36.833835
Serenity Health,Aberdeen,780 West Bel Air Avenue,Suite B,Aberdeen,MD,21001,methadone,Harford,SAMHSA,-76.1866606,39.5195728
ARS of Aberdeen,,24 West Bel Air Avenue,,Aberdeen,MD,21001,methadone,Harford,SAMHSA,-76.164843,39.509437
Mission Treatment Centers Inc,,1536 North Boulder Highway,,Henderson,NV,89011,methadone,Clark,SAMHSA,-115.0042384,36.0599404
Morehead City Treatment Ctr LLC,,403 North 35th Street,,Morehead City,NC,28557,methadone,Carteret,SAMHSA,-76.754426,34.7293107
Norfolk Community Services Board,Tidewater Drive Center,7460 Tidewater Drive,,Norfolk,VA,23505,methadone,Norfolk,SAMHSA,-76.255405,36.9107554
Desert Treatment Clinic,,1546 West Warm Springs Road,Suite 110,Henderson,NV,89014,methadone,Clark,SAMHSA,-115.0523912,36.0567776
Chesapeake Treatment Services,,402 Marvel Court,,Easton,MD,21601,methadone,Talbot,SAMHSA,-76.0633496,38.7650024
Central Florida Treatment Center,Palm Bay,2198 Harris Avenue,,Palm Bay,FL,32905,methadone,Brevard,SAMHSA,-80.6059566,28.0340429
Center for Behavioral Health,North Las Vegas,2290 McDaniel Street,Suite 1-C,North Las Vegas,NV,89030,methadone,Clark,SAMHSA,-115.1199427,36.2000068
New Beginnings Counseling Centers,,3675 Pecos McLeod,Suite 900,Las Vegas,NV,89121,methadone,Clark,SAMHSA,-115.1066131,36.1230356
Center for Behavioral Health,Las Vegas,3050 East Desert Inn Road,Suite 116,Las Vegas,NV,89121,methadone,Clark,SAMHSA,-115.1081755,36.1304974
Mission Treatment Centers Inc,,2887 South Maryland Parkway,,Las Vegas,NV,89109,methadone,Clark,SAMHSA,-115.1373611,36.137346
Eastern Treatment Clinic,,8455 South Eastern Avenue,,Las Vegas,NV,89123,methadone,Clark,SAMHSA,-115.1186456,36.0359667
Dr Miriam/Sheldon G Adelson,Adelson Drug Abuse Trt/Research Inc,3661 South Maryland Parkway,Suite 64,Las Vegas,NV,89169,methadone,Clark,SAMHSA,-115.1382824,36.122467
Operation PAR Inc,Medication Assisted Patient Services,535 Pine Island Road,Suite M,North Fort Myers,FL,33903,methadone,Lee,SAMHSA,-81.896818,26.679791
Center for Behavioral Health,North Las Vegas,3470 West Cheyenne Avenue,Suite 400,North Las Vegas,NV,89032,methadone,Clark,SAMHSA,-115.1859169,36.2178941
JK2C LLC,Elizabeth City Treatment Center,105 Medical Drive,,Elizabeth City,NC,27909,methadone,Pasquotank,SAMHSA,-76.21875,36.321258
Cayuga Addiction Recover Services,OTP,334 West State Street,,Ithaca,NY,14850,methadone,Tompkins,SAMHSA,-76.5035853,42.4395895
Recovery Centers of America,Bracebridge Hall IP,314 Grove Neck Road,,Earleville,MD,21919,methadone,Cecil,SAMHSA,-75.9251005,39.409281
Sellati and Company Inc,Virginia Beach Methadone Clinic,1728 Virginia Beach Boulevard,Suite 113,Virginia Beach,VA,23454,methadone,Virginia Beach,SAMHSA,-76.0233245,36.8439854
New Directions Treatment Services,,1 Park Plaza,832 North Park Road,Reading,PA,19610,methadone,Berks,SAMHSA,-75.9596366,40.3451151
Serenity Health,Elkton,953 West Pulaski Highway,,Elkton,MD,21921,methadone,Cecil,SAMHSA,-75.887198,39.6112899
Elkton Comprehensive Treatment Center,,212 Blue Ball Avenue,,Elkton,MD,21921,methadone,Cecil,SAMHSA,-75.8396296,39.607476
Coatesville Comprehensive Trt Center,,1825 East Lincoln Highway,,Coatesville,PA,19320,methadone,Chester,SAMHSA,-75.7896632,39.9893351
Lee County Treatment Center,Metro Treatment of Florida LP,1415 Homestead Road,,Lehigh Acres,FL,33936,methadone,Lee,SAMHSA,-81.6544908,26.6114245
Bowling Green Brandywine,,1375 Newark Road,,Kennett Square,PA,19348,methadone,Chester,SAMHSA,-75.7685358,39.8495062
Bowling Green Brandywine,,1385 Newark Road,,Kennett Square,PA,19348,methadone,Chester,SAMHSA,-75.7671778,39.8486595
Brandywine Counseling,South Chapel,24 Brookhill Drive,,Newark,DE,19702,methadone,New Castle,SAMHSA,-75.727031,39.647872
Connections CSP Inc,,1423 Capitol Trail,Polly Drummond Plaza- Building 3,Newark,DE,19711,methadone,New Castle,SAMHSA,-75.7077221,39.6989073
PA Care LLC,DBA Miners Medical,43 South Main Street,Suite 2,Wilkes Barre,PA,18706,methadone,Luzerne,SAMHSA,-75.9015916,41.2115157
Connections CSP Inc,Seaford,105 North Front Street,Suite A,Seaford,DE,19973,methadone,Sussex,SAMHSA,-75.6088873,38.642602
Farnham Family Services,,283 West 2nd Street,1st Floor,Oswego,NY,13126,methadone,Oswego,SAMHSA,-76.508101,43.449382
Choices Recovery Program,Wilkes Barre Behav Hosp Company LLC,Rear 307 Laird Street,,Wilkes Barre,PA,18702,methadone,Luzerne,SAMHSA,-75.8269758,41.2556219
Wicomico Behavioral Health,,108 East Main Street,,Salisbury,MD,21801,methadone,Wicomico,SAMHSA,-75.599985,38.3652323
Wicomico County Health Department,Methadone Program-PRMC,203 Newton Street,,Salisbury,MD,21801,methadone,Wicomico,SAMHSA,-75.5997463,38.3591673
Pottstown Comprehensive Trt Ctr,,301 Circle of Progress Drive,,Pottstown,PA,19464,methadone,Montgomery,SAMHSA,-75.6670833,40.2625926
Addiction Recovery Systems (ARS),,263 Quigley Boulevard,Suite 1-A,New Castle,DE,19720,methadone,New Castle,SAMHSA,-75.6038044,39.6632868
Connections CSP Inc,Mens Residential Treatment Program,1-11 East Street,,Harrington,DE,19952,methadone,Kent,SAMHSA,-75.5750426,38.9205746
Chesapeake Treatment Services,Salisbury,1322 Belmont Avenue,Building 201,Salisbury,MD,21804,methadone,Wicomico,SAMHSA,-75.568281,38.369296
Brandywine Counseling and,Community Services,2713 Lancaster Avenue,,Wilmington,DE,19805,methadone,New Castle,SAMHSA,-75.582731,39.7504803
Kent Sussex Community Services,,1241 College Park Drive,,Dover,DE,19904,methadone,Kent,SAMHSA,-75.5530719,39.1797874
Allentown Comprehensive Treatment Ctr,,2970 Corporate Court,,Orefield,PA,18069,methadone,Lehigh,SAMHSA,-75.6599918,40.6163521
Connections CSP Inc,Dover,1114 South DuPont Highway,,Dover,DE,19901,methadone,Kent,SAMHSA,-75.5189264,39.1427382
Southern Tier Drug Abuse Treatment Ctr,Outpt Medication Assisted Treatment,"33 Mitchell, Ground Floor",United Health Services Hospital,Binghamton,NY,13903,methadone,Broome,SAMHSA,-75.9137515,42.0868499
Brandywine Counseling and,Community Services Inc (BCCS),769 East Masten Circle,Suite 115,Milford,DE,19963,methadone,Kent,SAMHSA,-75.4421033,38.9204474
Claymont Comprehensive Treatment Ctr,,2999 Philadelphia Pike,,Claymont,DE,19703,methadone,New Castle,SAMHSA,-75.4652515,39.7970914
Connections CSP Inc,Naamans,590 Naamans Road,,Claymont,DE,19703,methadone,New Castle,SAMHSA,-75.4565941,39.8143599
Helio Health Inc,OTP,329 North Salina Street,Suite 101,Syracuse,NY,13203,methadone,Onondaga,SAMHSA,-76.1528066,43.0559367
Community Bridges Inc,Yuma Outpatient Services Center,3250 East 40th Street,Suite B,Yuma,AZ,85365,methadone,Yuma,SAMHSA,-114.577753,32.6553837
Crouse Health Hospital Inc,Opioid Treatment Program,410 South Crouse Avenue,,Syracuse,NY,13210,methadone,Onondaga,SAMHSA,-76.1369329,43.0459714
Naples Metro Treatment Center,Metro Treatment of Florida LP,2770 Davis Boulevard,Suite 90,Naples,FL,34104,methadone,Collier,SAMHSA,-81.7726194,26.1378964
Kent Sussex Community Services,,20728 DuPont Boulevard,,Georgetown,DE,19947,methadone,Sussex,SAMHSA,-75.4000537,38.6951826
Recovery Centers of America,Devon OP,235 West Lancaster Avenue,,Devon,PA,19333,methadone,Chester,SAMHSA,-75.4279745,40.0452027
Dunmore Comprehensive Treatment Center,,118 Monahan Avenue,,Scranton,PA,18512,methadone,Lackawanna,SAMHSA,-75.6157833,41.4310243
Eagleville Hospital,Substance Abuse Services,100 Eagleville Road,,Norristown,PA,19403,methadone,Montgomery,SAMHSA,-75.4170304,40.1526862
Central Florida Treatment Center,Fort Pierce,1302 North Lawnwood Circle,Suite B,Fort Pierce,FL,34950,methadone,St. Lucie,SAMHSA,-80.3442937,27.4346777
First Steps Treatment Center,,One Medical Center Boulevard,,Chester,PA,19013,methadone,Delaware,SAMHSA,-75.3692897,39.8559248
Recovery Center of Crozer Chester,Medical Center,301 West 15th Street,,Chester,PA,19013,methadone,Delaware,SAMHSA,-75.3658961,39.8577959
Valley Forge Medical Ctr and Hosptial,,1033 West Germantown Pike,,Norristown,PA,19403,methadone,Montgomery,SAMHSA,-75.368069,40.158226
Connections CSP Inc,Millsboro,315 Old Landing Road,,Millsboro,DE,19966,methadone,Sussex,SAMHSA,-75.2945632,38.5837021
Montgomery County Recovery Center,,316 Dekalb Street,,Norristown,PA,19401,methadone,Montgomery,SAMHSA,-75.341847,40.113925
Northeast Family Healthcare LLC,,1040 SW End Boulevard,,Quakertown,PA,18951,methadone,Bucks,SAMHSA,-75.3452281,40.4185358
New Directions Treatment Services,,2442 Broadhead Road,,Bethlehem,PA,18020,methadone,Northampton,SAMHSA,-75.366932,40.678259
South Jersey Drug Treatment Center,,162 Sunny Slope Drive,,Bridgeton,NJ,8302,methadone,Cumberland,SAMHSA,-75.2340768,39.427337
SOAR Corp,,33 Williams Drive,,Lansdowne,PA,19050,methadone,Delaware,SAMHSA,-75.2554241,39.9400824
Seabrook House,,133 Polk Lane,,Bridgeton,NJ,8302,methadone,Cumberland,SAMHSA,-75.2175958,39.5213183
Mercy Philadelphia Hospital,Department of Psychiatry,501 South 54th Street,,Philadelphia,PA,19143,methadone,Philadelphia,SAMHSA,-75.2292187,39.9513676
Kirkbride Center,,111 North 49th Street,,Philadelphia,PA,19139,methadone,Philadelphia,SAMHSA,-75.2184789,39.9617037
Merakey Parkside Recovery,,5000 Parkside Avenue,,Philadelphia,PA,19131,methadone,Philadelphia,SAMHSA,-75.2197374,39.9796591
PA Associates LLC,DBA Mount Pocono Medical,"1151 Pocono Boulevard, Route 611",Unit 3,Mount Pocono,PA,18344,methadone,Monroe,SAMHSA,-75.3556707,41.1209929
Philadelphia VA Medical Center (PVAMC),Opioid Treatment Program,3900 Woodland Avenue,,Philadelphia,PA,19104,methadone,Philadelphia,SAMHSA,-75.2001349,39.9479816
Consortium Inc,Methadone Maintenance Program,451 South University Avenue,,Philadelphia,PA,19104,methadone,Philadelphia,SAMHSA,-75.1982371,39.9481656
Thomas Jefferson University,Narcotic Addiction Rehab Program,NE Corner of South 21st Street and,"Washington Avenue, 1st Floor",Philadelphia,PA,19146,methadone,Philadelphia,SAMHSA,-75.1789242,39.936108
Jefferson Intensive Outpatient Program,,1021 South 21st Street,2nd Floor,Philadelphia,PA,19146,methadone,Philadelphia,SAMHSA,-75.1780506,39.9395187
Parkside Recovery in Germantown,Merakey,5429 Germantown Avenue,2nd Floor,Philadelphia,PA,19144,methadone,Philadelphia,SAMHSA,-75.1713648,40.0339722
Family Center of Thomas Jefferson Univ,Specialized Program for Preg Women,1233 Locust Street,4th Floor,Philadelphia,PA,19107,methadone,Philadelphia,SAMHSA,-75.1618801,39.9479863
John F Kennedy Behavioral Health,,907 North Broad Street,,Philadelphia,PA,19123,methadone,Philadelphia,SAMHSA,-75.1591668,39.9704202
Addiction Medicine and Health,Advocates Inc,928 Market Street,,Philadelphia,PA,19107,methadone,Philadelphia,SAMHSA,-75.15559721,39.9513918
Chesapeake Treatment Services,Ocean City,12417 Ocean Gateway,Units 7-8,Ocean City,MD,21842,methadone,Worcester,SAMHSA,-75.123396,38.340503
Girard Medical Center,Goldman Clinic,801 West Girard Avenue,"1st, 2nd and 4th Floor, Tower Building",Philadelphia,PA,19122,methadone,Philadelphia,SAMHSA,-75.1501385,39.9711839
Behavioral Wellness Center,Torre de la Raza,801 West Girard Avenue,,Philadelphia,PA,19122,methadone,Philadelphia,SAMHSA,-75.1497912,39.9708289
Achievement Through Counseling and Trt,(ACT II),1745 North 4th Street,,Philadelphia,PA,19122,methadone,Philadelphia,SAMHSA,-75.1413539,39.9776158
Achievement Through Counseling and Trt,(ACT I),5820 Old York Road,,Philadelphia,PA,19141,methadone,Philadelphia,SAMHSA,-75.1446418,40.0420105
Kensington Hospital,Addiction Services,136 West Diamond Street,,Philadelphia,PA,19122,methadone,Philadelphia,SAMHSA,-75.1347917,39.9817037
Kensington Hospital,Methadone Maintenance Program/OP,2100 North Front Street,,Philadelphia,PA,19122,methadone,Philadelphia,SAMHSA,-75.1331372,39.9817474
AMS of Delaware LLC,,20576 Coastal Highway,,Rehoboth Beach,DE,19971,methadone,Sussex,SAMHSA,-75.0905113,38.7074858
Camden Treatment Associates,T/A Urban Treatment Associates,424-32 Market Street,,Camden,NJ,8102,methadone,Camden,SAMHSA,-75.1214325,39.945426
Aldie Counseling Center,,11 Welden Drive,,Doylestown,PA,18901,methadone,Bucks,SAMHSA,-75.1442746,40.3340097
Pinnacle Treatment Centers NJ II LLC,DBA Stateline Medical,590 Marshall Street,,Phillipsburg,NJ,8865,methadone,Warren,SAMHSA,-75.1763334,40.6964108
Delaware Valley Medical,,7980 South Crescent Boulevard,Route 130,Merchantville,NJ,8109,methadone,Camden,SAMHSA,-75.0829929,39.9294449
